(0.04, -0.13, 0.99)
(0.05, -0.12, 0.99)
(-0.03, 0.04, 1.00)
(-0.02, 0.06, 1.00)
(-0.02, 0.06, 1.00)
(-0.02, 0.07, 1.00)
(-0.03, 0.06, 1.00)
(-0.03, 0.06, 1.00)
(-0.03, 0.06, 1.00)
(0.04, 0.02, 1.00)
(0.03, 0.02, 1.00)
(0.03, 0.03, 1.00)
(0.03, 0.04, 1.00)
(0.04, 0.04, 1.00)
(0.03, 0.03, 1.00)
(0.03, 0.03, 1.00)
(0.03, 0.02, 1.00)
(0.03, 0.02, 1.00)
(0.03, 0.02, 1.00)
(0.03, 0.03, 1.00)
(0.03, 0.03, 1.00)
(0.03, 0.03, 1.00)
(0.04, 0.03, 1.00)
(0.04, 0.03, 1.00)
(0.04, 0.04, 1.00)
(0.04, 0.03, 1.00)
(0.03, 0.03, 1.00)
(0.03, 0.03, 1.00)
(0.03, 0.03, 1.00)
(0.03, 0.04, 1.00)
(0.03, 0.04, 1.00)
(0.03, 0.04, 1.00)
(0.03, 0.04, 1.00)
(0.03, 0.04, 1.00)
(0.03, 0.04, 1.00)
(0.03, 0.04, 1.00)
(0.03, 0.04, 1.00)
(0.03, 0.04, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.04, 0.05, 1.00)
(0.04, 0.05, 1.00)
(0.04, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.04, 0.04, 1.00)
(0.04, 0.04, 1.00)
(0.04, 0.04, 1.00)
(0.04, 0.04, 1.00)
(0.04, 0.04, 1.00)
(0.04, 0.04, 1.00)
(0.04, 0.04, 1.00)
(0.04, 0.04, 1.00)
(0.04, 0.04, 1.00)
(0.04, 0.05, 1.00)
(0.04, 0.05, 1.00)
(0.04, 0.05, 1.00)
(0.04, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.06, 1.00)
(0.04, 0.06, 1.00)
(0.04, 0.06, 1.00)
(0.04, 0.05, 1.00)
(0.04, 0.04, 1.00)
(0.05, 0.03, 1.00)
(0.05, 0.04, 1.00)
(0.06, 0.03, 1.00)
(0.06, 0.04, 1.00)
(0.06, 0.03, 1.00)
(0.05, 0.05, 1.00)
(0.06, 0.05, 1.00)
(0.06, 0.05, 1.00)
(0.05, 0.06, 1.00)
(0.04, 0.05, 1.00)
(0.04, 0.05, 1.00)
(0.04, 0.05, 1.00)
(0.04, 0.05, 1.00)
(0.04, 0.06, 1.00)
(0.05, 0.06, 1.00)
(0.05, 0.06, 1.00)
(0.05, 0.07, 1.00)
(0.05, 0.06, 1.00)
(0.06, 0.07, 1.00)
(0.05, 0.07, 1.00)
(0.06, 0.07, 1.00)
(0.06, 0.07, 1.00)
(0.06, 0.08, 1.00)
(0.06, 0.08, 1.00)
(0.06, 0.08, 1.00)
(0.05, 0.08, 1.00)
(0.05, 0.07, 1.00)
(0.05, 0.07, 1.00)
(0.06, 0.08, 1.00)
(0.06, 0.07, 1.00)
(0.06, 0.08, 1.00)
(0.05, 0.09, 0.99)
(0.04, 0.06, 1.00)
(0.04, 0.05, 1.00)
(0.04, 0.06, 1.00)
(0.04, 0.06, 1.00)
(0.04, 0.06, 1.00)
(0.04, 0.05, 1.00)
(0.04, 0.05, 1.00)
(0.04, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.06, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.06, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.06, 1.00)
(0.03, 0.05, 1.00)
(0.03, 0.06, 1.00)
(0.03, 0.05, 1.00)
(0.04, 0.06, 1.00)
(0.04, 0.06, 1.00)
(0.03, 0.03, 1.00)
(0.05, 0.00, 1.00)
